name,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antarctica,Antigua and Barb.,Argentina,Armenia,Aruba,Ashmore and Cartier Is.,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herz.,Botswana,Br. Indian Ocean Ter.,Brazil,British Virgin Is.,Brunei,Bulgaria,Burkina Faso,Burundi,Cabo Verde,Cambodia,Cameroon,Canada,Cayman Is.,Central African Rep.,Chad,Chile,China,Colombia,Comoros,Congo,Cook Is.,Costa Rica,Croatia,Cuba,Curaçao,Cyprus,Czechia,Côte d'Ivoire,Dem. Rep. Congo,Denmark,Djibouti,Dominica,Dominican Rep.,Ecuador,Egypt,El Salvador,Eq. Guinea,Eritrea,Estonia,Ethiopia,Faeroe Is.,Falkland Is.,Fiji,Finland,Fr. Polynesia,Fr. S. Antarctic Lands,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Greenland,Grenada,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Heard I. and McDonald Is.,Honduras,Hong Kong,Hungary,Iceland,India,Indian Ocean Ter.,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macao,Macedonia,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Is.,Mauritania,Mauritius,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,N. Cyprus,N. Mariana Is.,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Is.,Poland,Portugal,Puerto Rico,Qatar,Romania,Russia,Rwanda,S. Geo. and the Is.,S. Sudan,Saint Helena,Saint Lucia,Samoa,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Siachen Glacier,Sierra Leone,Singapore,Sint Maarten,Slovakia,Slovenia,Solomon Is.,Somalia,Somaliland,South Africa,South Korea,Spain,Sri Lanka,St-Barthélemy,St-Martin,St. Kitts and Nevis,St. Pierre and Miquelon,St. Vin. and Gren.,Sudan,Suriname,Sweden,Switzerland,Syria,São Tomé and Principe,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Is.,U.S. Virgin Is.,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uruguay,Uzbekistan,Vanuatu,Vatican,Venezuela,Vietnam,W. Sahara,Wallis and Futuna Is.,Yemen,Zambia,Zimbabwe,eSwatini,Åland
Luxembourg,59,43,68,23,24,67,92,87,51,98,69,86,75,7,29,0,25,95,41,8,0,83,43,86,17,26,54,50,68,94,5,6,76,24,92,86,32,71,59,58,3,70,18,99,36,59,21,35,20,59,46,81,76,37,69,40,84,74,78,97,7,56,2,77,95,76,13,37,85,27,16,21,68,96,52,69,26,62,9,84,30,93,69,1,59,31,3,81,96,70,28,94,32,71,90,31,36,57,45,70,10,31,42,86,6,83,36,20,6,72,2,83,1,54,88,92,73,42,58,1,7,75,0,96,72,34,73,90,6,24,59,91,70,57,69,81,76,83,17,91,17,18,60,51,20,51,51,62,52,75,61,59,89,3,12,32,53,26,27,57,94,20,16,26,13,5,61,98,7,62,8,57,19,85,84,3,8,75,40,84,12,78,57,1,3,41,37,87,4,24,72,21,12,93,92,42,78,2,53,64,7,36,16,10,99,91,29,76,41,94,90,93,4,25,85,99,98,30,57,11,21,77,66,12,32,58,50,7,74,98,16,81,82,43,67,18,28,57,90,92,80
Macao,98,54,51,38,46,84,39,4,28,45,42,63,88,34,75,37,56,89,51,35,34,86,26,59,13,21,49,53,25,32,3,2,33,21,3,28,12,59,16,13,74,1,97,29,19,17,33,58,26,18,80,13,74,85,99,72,67,13,63,48,7,54,18,78,68,85,91,85,92,56,22,60,86,81,67,43,86,7,19,47,10,89,34,99,19,59,13,9,98,10,22,34,38,72,64,83,21,8,5,90,3,22,8,8,94,45,74,2,2,77,20,16,35,60,58,29,65,29,36,96,61,86,72,0,73,27,14,48,30,17,69,87,24,46,63,51,2,4,80,48,17,24,62,8,67,2,58,63,36,51,6,4,49,4,84,52,27,39,85,4,22,48,60,58,5,65,11,22,78,15,1,84,69,62,44,95,10,3,81,31,97,49,59,67,71,52,97,81,49,26,30,18,54,78,89,20,1,46,95,34,5,79,3,17,32,61,23,15,48,7,57,96,27,83,81,74,55,54,17,93,38,88,92,40,24,15,67,20,5,92,97,41,23,15,77,34,59,44,99,26,11
Macedonia,36,57,55,13,17,71,52,12,81,98,14,4,33,43,3,4,33,37,23,27,99,54,45,24,15,27,85,48,3,61,18,14,33,0,33,41,23,29,22,10,40,73,74,20,66,79,89,51,23,67,33,45,23,66,52,17,17,79,97,20,93,34,93,58,92,32,86,40,3,96,90,2,90,1,59,23,88,47,1,66,8,3,50,20,22,70,49,58,77,43,75,42,39,50,92,57,81,35,55,56,51,20,44,18,77,66,19,89,27,81,88,50,37,58,11,98,68,33,49,51,70,67,8,28,0,52,48,28,17,95,12,27,35,63,40,78,76,43,64,83,63,1,53,22,73,11,3,84,68,63,29,53,88,16,3,7,0,82,75,41,83,71,85,61,55,56,77,7,31,57,9,63,12,8,37,46,85,64,82,28,95,91,2,74,46,97,93,28,70,63,68,96,99,29,24,8,29,30,50,49,74,70,77,33,88,30,0,78,46,72,11,22,40,70,65,0,31,7,79,17,13,60,32,34,39,99,98,85,42,14,85,64,62,33,37,66,72,44,47,64,21
Madagascar,46,67,50,63,16,76,65,11,47,33,47,16,20,75,11,23,97,88,61,29,43,3,32,50,57,77,46,32,46,99,34,97,15,81,71,2,56,27,6,29,39,3,16,62,27,81,13,49,67,6,65,64,15,34,8,56,94,3,71,7,85,70,76,95,77,65,11,58,18,17,99,82,80,52,47,64,78,1,94,98,16,12,45,97,66,42,98,23,38,39,63,29,1,73,91,82,85,36,31,60,84,52,44,33,0,89,66,91,77,17,20,71,3,49,38,24,4,11,55,75,15,56,35,57,44,0,89,94,99,9,81,26,40,59,77,34,57,56,15,31,84,52,20,42,69,69,70,4,28,14,64,0,91,91,29,40,2,32,9,99,42,37,43,50,72,10,75,45,30,0,37,64,95,6,10,0,93,31,50,84,51,81,83,73,2,63,46,27,50,83,78,23,92,16,96,67,94,27,91,63,52,90,4,29,12,20,44,78,65,44,61,65,22,95,20,48,38,52,58,53,50,23,4,66,47,17,55,8,55,44,88,36,44,38,98,32,27,56,40,33,92
Malawi,51,79,28,35,63,18,31,31,31,29,57,95,36,51,78,62,65,30,29,79,26,38,46,1,88,45,18,69,97,56,68,23,98,42,48,40,0,22,61,39,38,69,62,26,93,71,3,77,73,64,31,97,47,7,16,44,92,47,56,70,98,5,41,77,70,57,67,19,64,10,50,29,49,10,49,81,32,61,36,99,5,48,95,25,22,3,61,62,58,2,29,75,28,77,90,43,34,25,21,26,21,37,23,31,83,49,82,92,89,15,68,32,95,52,86,95,69,51,53,65,18,82,26,17,92,9,0,97,94,18,72,72,32,8,77,87,22,63,94,77,93,14,22,95,82,24,78,71,21,22,92,13,88,74,30,32,95,72,72,64,3,49,33,19,90,39,8,28,16,34,48,50,66,94,96,56,32,56,23,61,3,98,62,2,14,6,87,88,44,0,18,48,31,34,97,4,78,43,92,22,12,48,32,97,43,97,69,10,20,55,87,45,84,79,5,86,92,18,39,4,71,69,40,67,0,60,44,20,57,3,61,96,31,97,60,37,6,26,48,82,21
Malaysia,55,8,35,95,1,95,50,79,44,15,4,58,34,80,35,15,97,69,0,1,89,6,93,33,8,19,93,85,2,69,68,82,0,5,21,34,49,74,88,6,1,95,28,71,99,27,49,59,99,20,1,55,92,22,48,22,87,59,48,73,48,90,70,23,27,8,34,62,89,79,57,45,90,26,96,58,7,78,48,35,2,91,48,62,99,88,61,47,34,26,77,23,39,14,85,4,92,69,95,79,22,51,75,0,14,29,14,67,37,56,44,46,49,91,79,2,79,10,20,58,86,38,7,50,45,49,18,0,20,83,8,55,53,4,41,96,15,22,93,45,39,54,47,12,87,49,12,54,46,55,99,23,32,90,63,50,61,36,45,56,49,89,33,12,64,1,31,95,75,32,99,45,28,80,35,37,70,30,40,70,46,43,35,15,38,16,12,39,53,72,74,31,9,93,8,87,32,32,35,95,54,46,97,99,61,73,43,57,19,31,9,16,89,86,67,94,1,26,20,89,65,50,18,15,78,84,70,65,26,73,74,41,4,77,51,34,53,62,76,33,17
Maldives,1,88,70,35,58,75,22,18,4,85,48,44,77,99,65,60,99,42,81,8,97,12,30,77,14,11,46,19,89,53,33,57,67,70,31,46,22,92,94,35,98,38,60,81,25,12,94,48,7,99,23,11,2,4,47,65,91,46,9,22,10,56,79,68,69,46,26,98,48,28,41,58,31,70,43,81,97,56,95,80,21,7,9,79,49,71,73,96,38,57,10,35,50,99,51,84,92,92,14,2,78,45,13,25,54,58,63,64,83,71,91,20,37,98,50,58,92,80,87,75,88,47,82,13,55,87,90,61,0,64,10,59,64,59,23,26,89,65,36,37,69,95,5,92,91,28,17,76,11,71,22,53,63,85,29,40,18,23,16,68,51,35,56,84,49,53,92,45,14,61,11,64,32,60,56,16,13,24,73,22,13,94,32,45,96,46,99,45,51,87,29,22,56,13,63,35,88,55,77,48,76,78,29,50,77,9,42,95,52,54,93,59,84,91,35,79,0,52,54,26,1,50,85,61,12,77,89,16,92,72,98,74,68,67,62,36,9,32,33,94,83
Mali,38,23,11,30,36,77,64,93,16,77,13,80,32,29,34,34,22,4,14,55,23,13,21,41,0,36,47,4,33,39,73,28,65,95,9,86,59,97,3,8,94,22,72,90,76,37,73,17,99,60,30,17,89,74,24,54,76,71,52,31,6,58,79,9,25,63,42,99,26,20,29,30,98,41,70,37,74,83,8,21,98,60,37,42,71,85,18,98,64,25,52,91,93,38,3,34,30,66,71,45,78,6,3,26,70,89,27,67,39,81,62,60,48,91,20,66,36,0,77,3,67,70,95,78,46,18,75,38,34,0,14,1,97,21,52,72,25,51,16,44,96,46,64,15,54,26,1,58,71,57,50,72,92,0,46,0,20,1,50,35,77,41,14,65,20,53,83,81,46,19,97,26,90,84,22,11,30,53,46,20,79,53,5,52,6,27,31,83,65,37,2,62,40,6,32,79,47,45,36,36,59,10,93,17,20,45,33,10,95,64,67,43,73,60,75,97,36,13,49,67,23,74,36,29,47,57,55,88,4,11,18,73,39,28,21,8,68,44,18,7,23
Malta,96,34,86,13,99,34,65,94,8,80,56,35,7,3,75,4,60,68,5,83,42,18,26,99,82,88,94,71,96,39,6,35,97,96,82,72,99,19,66,61,33,96,36,89,48,25,43,17,0,41,12,97,53,33,76,28,32,38,12,15,50,41,36,69,2,75,86,18,79,36,7,31,80,78,13,78,56,98,93,34,32,92,83,17,79,92,19,30,78,63,80,38,36,60,59,31,67,56,62,14,28,36,97,27,2,1,41,80,37,51,15,46,66,27,25,64,73,59,87,55,41,52,40,91,10,53,50,52,18,55,0,74,1,9,84,67,26,59,13,46,35,61,1,20,11,72,67,56,38,11,38,75,76,21,35,22,7,50,5,37,84,80,45,95,86,73,4,62,29,79,57,74,39,85,20,98,36,67,43,47,48,50,43,80,42,2,51,67,96,59,6,84,31,98,83,9,29,6,89,1,28,29,1,80,26,16,62,99,1,58,96,54,38,30,70,32,43,80,75,75,80,43,64,50,91,72,17,65,17,8,88,2,60,42,31,45,62,14,1,97,22
Marshall Is.,67,57,35,62,35,46,53,32,1,1,50,26,57,58,85,77,97,40,44,7,54,4,48,9,5,93,73,42,63,94,24,78,76,98,50,23,55,85,60,10,65,47,0,4,2,46,35,93,25,43,29,14,8,47,93,12,27,95,3,0,69,19,17,89,18,88,52,37,84,19,63,14,56,72,60,73,85,43,85,22,63,93,57,16,12,73,11,8,29,4,91,3,71,50,15,81,70,43,20,46,77,14,87,73,55,42,73,14,69,72,12,38,47,42,92,82,58,56,32,66,78,89,61,31,8,33,14,59,14,46,45,0,86,20,66,89,14,4,66,59,55,52,16,90,0,69,45,28,94,84,27,24,94,3,80,18,35,7,94,50,6,27,67,49,45,28,84,96,64,69,31,58,55,3,1,73,68,27,58,37,26,95,64,44,16,31,59,53,88,77,93,31,1,92,8,5,82,71,18,49,1,34,86,61,51,37,70,19,51,9,27,74,97,34,0,35,76,79,45,64,77,69,49,28,77,35,54,74,57,66,68,35,25,41,90,49,12,83,89,71,45
Mauritania,94,95,54,69,76,40,35,47,45,24,94,46,3,98,23,89,27,46,60,81,83,61,41,76,67,20,18,67,47,45,34,29,25,9,64,52,17,60,35,31,22,17,85,24,71,78,54,87,80,68,28,94,70,11,97,10,47,41,40,99,19,3,12,94,32,40,78,70,43,9,53,52,94,69,93,28,59,85,25,46,71,94,46,35,11,81,96,14,31,84,43,43,89,11,39,3,97,94,96,98,94,39,73,84,25,27,26,17,35,84,81,33,88,34,71,48,95,1,83,39,6,85,25,40,39,68,27,92,71,20,33,74,0,53,33,68,3,30,52,69,40,38,0,62,16,96,65,98,68,67,44,38,2,65,34,23,40,48,73,70,80,70,94,72,19,97,16,89,89,47,87,49,35,58,89,38,15,85,87,70,16,96,77,74,29,15,37,73,1,32,61,47,89,80,44,42,78,73,92,0,63,11,49,67,0,67,7,29,49,85,31,89,33,66,21,28,50,5,84,3,56,56,71,85,34,56,37,66,86,59,97,53,50,84,12,19,40,75,48,15,56
Mauritius,36,28,28,51,18,78,27,66,58,66,93,40,60,84,59,17,73,29,90,16,50,40,72,20,36,68,90,88,94,6,21,40,89,67,32,91,1,62,23,1,29,32,99,69,4,69,75,91,47,23,75,4,28,5,45,41,98,61,96,99,62,45,11,91,96,50,57,87,59,53,69,26,47,33,38,30,53,57,70,21,38,3,87,15,37,51,39,62,37,27,10,24,93,72,75,37,71,12,39,33,20,15,66,15,72,8,25,50,14,0,39,39,91,76,28,74,47,6,62,20,63,50,2,97,50,4,94,54,97,56,59,20,42,0,51,54,19,19,90,45,87,92,25,49,55,70,23,42,64,15,77,88,36,41,97,23,62,14,50,50,8,17,23,61,36,3,76,97,95,44,30,58,44,9,94,68,29,33,30,42,88,98,78,53,70,30,92,16,75,98,33,49,86,65,64,34,89,2,34,43,96,92,90,84,89,64,88,39,97,22,68,13,28,78,21,22,11,28,76,82,20,15,97,63,63,35,47,61,78,19,78,80,65,74,18,69,8,20,51,23,22
Mexico,11,4,8,0,58,9,45,78,71,62,7,64,3,0,3,78,69,30,1,27,80,62,16,56,42,98,71,51,85,44,33,34,97,69,60,21,28,95,96,43,5,60,26,87,35,3,64,42,62,58,26,58,80,67,67,47,43,41,82,24,77,49,76,84,68,48,18,9,76,26,46,82,28,64,79,29,76,91,85,9,58,94,48,77,33,90,58,38,62,31,2,83,12,12,99,52,39,78,7,67,63,12,77,1,68,30,80,28,75,78,57,87,65,6,94,3,17,66,47,14,9,62,71,19,78,20,41,15,38,83,75,49,90,58,0,64,14,18,26,62,74,36,77,52,91,40,16,38,14,34,72,38,81,63,82,36,67,3,35,66,9,70,85,78,76,35,92,5,81,3,91,12,79,77,16,51,57,26,79,64,51,73,83,86,56,57,1,29,39,64,36,44,33,82,46,53,16,42,61,72,97,63,23,74,1,13,12,59,98,44,47,49,79,14,34,90,22,6,81,63,24,43,8,7,62,83,18,15,29,82,15,69,66,90,55,70,54,35,44,62,36
Micronesia,43,99,98,57,46,9,99,15,43,4,59,95,2,75,53,31,11,24,66,72,99,24,89,6,47,97,56,84,83,0,97,56,30,60,26,33,34,50,7,36,71,48,74,12,82,1,96,77,41,53,28,77,85,11,55,7,49,19,49,37,39,11,2,77,25,71,66,33,26,64,75,43,94,84,11,22,43,57,74,2,2,25,66,74,71,90,51,24,63,37,90,89,18,38,15,37,44,7,34,98,92,43,4,75,58,72,32,98,3,8,18,67,62,47,6,28,83,60,90,18,57,83,29,40,7,2,31,46,31,2,2,93,22,30,74,0,33,39,57,47,46,42,28,5,63,0,97,88,73,86,83,3,97,7,55,4,90,43,42,2,93,74,49,25,75,81,10,58,78,63,41,22,82,20,94,40,45,6,86,2,17,4,51,81,57,65,87,10,27,33,49,23,45,98,37,70,7,20,58,78,16,23,25,60,13,4,37,68,38,25,72,69,35,27,37,34,78,59,22,94,41,65,56,69,12,17,79,85,17,27,30,64,81,26,30,66,86,24,75,74,31
Moldova,37,89,69,34,74,52,34,39,45,69,3,37,73,5,38,31,24,49,0,15,96,21,95,52,52,99,75,37,64,77,25,99,86,54,31,13,11,5,64,2,80,17,39,62,7,5,28,22,65,94,38,80,50,35,92,14,53,92,34,86,52,24,93,28,21,52,40,23,41,26,34,71,73,15,54,58,5,91,65,65,43,98,35,53,75,14,11,19,85,1,2,70,39,70,15,2,1,67,8,95,80,52,84,22,69,39,16,52,87,26,55,96,83,29,27,67,93,76,72,94,69,90,40,38,93,65,14,16,6,11,70,27,79,16,7,38,0,75,91,35,16,30,66,37,33,31,39,12,82,1,53,89,47,58,9,83,51,66,51,19,59,79,30,70,87,64,90,15,17,84,65,17,79,75,52,59,4,6,88,36,79,26,22,58,95,49,59,52,83,43,39,5,99,88,51,88,0,15,12,44,85,58,71,55,78,97,43,77,70,7,8,37,45,54,72,34,66,85,25,26,30,83,94,40,59,76,97,4,72,38,70,63,50,35,87,21,56,10,88,57,37
Monaco,1,44,56,39,16,97,21,3,29,21,2,36,10,72,6,91,82,55,85,74,48,76,66,50,1,9,20,27,28,86,7,44,91,60,76,54,24,93,14,54,40,89,26,50,41,79,84,65,19,2,73,62,46,20,93,43,45,13,22,7,32,16,52,34,77,45,13,57,85,5,88,72,49,82,58,53,98,7,89,76,50,7,43,5,40,25,78,34,60,24,36,91,81,21,7,4,1,54,34,76,8,58,89,13,40,52,57,17,48,81,70,82,56,44,80,31,79,95,64,36,16,92,30,89,88,38,61,90,92,86,35,95,25,54,14,41,83,0,83,47,1,63,19,13,48,41,81,92,69,3,85,66,86,29,43,56,3,28,38,4,60,2,51,73,3,64,3,42,13,24,30,53,90,16,56,77,0,60,11,86,61,63,51,77,73,59,68,43,46,53,51,18,64,80,79,67,55,8,50,86,97,20,33,8,18,20,51,27,46,96,51,27,87,10,95,75,97,20,52,61,78,12,52,14,48,95,52,60,86,28,18,71,97,54,98,63,1,60,64,20,55
Mongolia,92,78,9,86,80,79,24,65,12,6,74,0,14,77,80,51,95,99,64,1,1,70,6,53,23,61,29,14,34,75,16,44,2,38,92,83,77,96,96,5,47,12,79,47,20,81,37,13,70,13,88,17,89,13,73,99,22,72,20,32,82,97,89,96,34,52,40,75,42,22,38,92,15,63,17,40,87,42,26,73,23,38,67,73,31,28,45,34,86,12,19,70,54,54,13,14,36,3,89,96,46,70,84,92,73,26,68,96,76,29,17,60,58,0,92,31,88,15,0,13,6,59,70,1,2,62,10,68,83,0,40,12,8,12,43,86,98,36,0,34,34,23,18,17,21,2,45,93,46,15,0,6,71,22,35,60,88,26,98,96,27,32,97,53,64,0,57,13,21,47,3,15,94,82,57,18,76,60,5,21,99,10,92,94,84,4,79,47,72,6,93,55,0,60,15,49,12,24,30,43,0,41,9,73,2,46,72,61,0,66,82,94,19,95,2,72,45,11,26,48,79,92,11,28,84,24,88,53,64,74,85,68,24,68,78,48,2,86,72,93,64
Montenegro,50,77,3,38,80,50,24,2,83,69,48,56,97,32,72,62,13,3,80,36,55,74,9,28,30,31,2,98,54,2,9,20,68,36,40,16,28,17,3,14,59,60,21,49,59,45,89,61,15,58,52,98,48,63,61,3,83,25,99,8,73,48,72,55,11,94,50,91,56,80,81,81,3,20,22,51,65,69,4,87,62,2,66,27,52,11,24,82,23,27,33,7,6,1,84,47,63,83,25,29,31,73,60,77,62,44,36,22,79,89,57,38,43,41,7,28,39,8,14,57,42,16,59,83,24,51,33,84,8,8,47,48,27,57,82,9,3,57,57,0,59,22,55,45,75,9,49,6,14,77,57,84,32,4,92,15,59,17,86,78,60,57,58,98,31,48,1,10,97,91,33,96,96,55,15,57,62,64,22,27,60,70,73,92,81,8,72,13,74,16,72,31,78,30,52,77,14,69,17,71,53,5,18,86,62,21,63,28,2,92,64,27,11,27,31,0,23,18,26,89,44,85,61,33,84,15,14,3,97,18,37,58,4,72,35,15,29,83,93,42,95
Montserrat,67,13,77,68,98,1,17,6,28,30,73,20,42,96,1,87,1,43,37,80,24,35,63,8,45,40,93,44,63,79,59,35,51,38,56,22,73,53,50,96,20,84,79,38,87,13,47,3,45,38,15,14,56,93,0,6,52,55,14,87,8,81,64,5,59,6,89,75,32,48,64,52,28,3,48,66,25,30,16,89,93,97,94,35,58,31,36,94,33,56,87,37,7,5,23,46,32,18,76,2,60,89,4,42,18,59,2,89,0,0,22,92,69,71,28,86,62,54,99,74,58,73,14,89,70,76,51,77,36,88,50,18,61,87,34,45,66,65,67,76,0,4,9,54,4,63,96,14,83,72,33,53,49,50,14,81,9,80,87,55,33,87,42,66,59,30,19,52,68,95,86,86,87,66,16,72,41,78,18,29,16,15,15,0,2,9,83,14,47,29,38,74,80,90,16,36,90,38,51,5,32,91,40,38,82,19,28,68,22,18,36,67,37,17,93,71,78,84,33,6,66,96,10,16,81,54,59,28,54,54,76,40,26,91,67,88,14,76,5,13,10
Morocco,85,83,97,85,16,69,34,95,13,99,80,23,29,41,6,91,83,9,57,8,59,59,16,86,15,96,62,26,37,45,46,67,15,42,8,20,75,8,67,80,88,97,83,21,81,9,67,85,86,28,16,83,91,11,25,31,32,26,37,56,45,1,36,89,6,4,8,66,80,75,33,88,16,47,63,51,11,56,29,39,17,2,43,74,30,46,36,4,34,45,4,29,79,25,66,60,93,84,58,53,86,98,65,50,29,53,36,14,41,58,52,91,78,7,33,18,89,78,46,89,62,75,93,9,47,29,15,32,45,65,27,71,82,75,58,40,42,3,55,35,23,0,13,57,19,64,0,77,71,67,53,51,20,47,59,97,79,44,52,60,64,72,39,4,49,97,53,19,12,69,79,71,14,76,89,93,62,84,84,87,83,81,22,86,77,64,0,16,58,35,8,8,91,93,81,79,93,52,26,77,35,41,70,41,51,66,56,18,38,66,84,58,14,77,97,93,37,63,6,96,63,87,46,72,14,82,71,82,28,9,39,45,51,83,76,18,34,49,76,33,87
Mozambique,45,59,11,80,40,45,98,23,8,52,18,71,39,81,33,27,54,15,0,80,73,69,39,89,98,36,27,11,29,29,87,69,16,42,37,47,16,36,46,38,60,93,44,56,11,90,33,88,50,10,97,48,54,95,65,30,84,63,45,37,67,65,30,11,12,29,20,64,84,79,78,44,75,59,88,36,47,69,89,87,39,99,55,86,20,71,24,31,85,87,6,1,3,78,12,79,26,96,59,68,26,17,31,43,82,97,69,28,20,12,77,90,21,4,65,86,18,75,9,72,11,16,65,75,20,94,22,32,60,75,46,89,87,68,95,66,97,67,79,98,24,99,0,10,77,42,72,81,0,71,58,88,17,93,6,9,53,73,13,44,64,8,74,67,3,94,35,96,15,75,94,85,48,56,78,3,86,55,25,95,93,67,56,2,15,91,77,38,77,83,76,88,64,4,63,8,34,12,57,4,47,81,97,67,37,37,35,51,25,79,98,2,59,63,62,46,23,25,52,79,70,90,56,81,17,6,89,32,40,78,30,17,52,99,78,89,47,84,85,50,4
Myanmar,64,34,64,23,14,34,6,92,86,46,22,88,87,20,20,12,46,22,10,1,30,91,16,0,28,30,8,39,71,0,14,81,95,99,25,93,86,7,91,33,75,90,79,64,15,40,45,64,93,19,81,99,74,22,30,26,50,79,93,68,3,21,71,92,60,40,28,51,45,70,34,6,24,13,16,18,66,20,24,42,94,63,85,86,52,89,77,35,17,0,72,14,91,18,94,33,40,28,58,26,3,85,18,87,79,90,60,66,37,5,28,55,94,63,57,34,1,6,64,82,54,87,15,97,92,53,65,82,70,62,13,84,95,73,2,36,13,1,24,8,43,87,2,0,65,21,61,12,89,14,36,11,40,51,12,5,69,15,16,12,68,97,49,78,30,84,9,15,90,63,71,95,55,57,70,18,94,26,28,22,90,54,57,22,74,28,57,54,69,69,68,32,78,86,86,53,28,96,83,5,20,74,96,97,70,96,43,72,87,86,55,91,49,28,24,10,87,98,77,89,60,36,9,17,53,40,12,10,85,6,6,57,45,99,3,95,88,45,3,72,18
N. Cyprus,99,5,10,86,24,78,13,9,21,37,38,74,38,63,87,38,19,67,27,76,88,35,57,69,26,74,6,78,68,21,69,32,13,93,31,43,39,99,48,54,51,35,54,74,23,29,31,12,14,99,73,37,71,95,24,3,84,74,20,94,80,56,52,77,78,17,33,18,69,64,35,18,56,70,6,76,55,86,65,16,44,84,60,49,89,19,34,53,95,17,49,66,63,97,15,78,25,75,21,28,52,34,86,24,88,50,46,14,51,7,48,55,34,10,31,30,73,82,80,15,8,70,0,9,93,83,75,33,57,12,80,52,31,47,92,58,10,50,18,46,2,24,0,7,0,18,57,71,67,49,60,34,27,36,7,63,91,86,52,19,47,30,53,87,71,70,86,3,25,30,57,66,71,97,48,52,18,15,20,54,10,2,16,6,58,47,13,15,78,20,87,82,22,52,1,15,94,67,1,75,77,1,14,89,25,6,39,21,51,93,54,81,55,79,85,17,61,33,7,17,11,69,84,45,74,4,39,52,41,28,96,84,83,81,13,43,40,1,48,81,28
N. Mariana Is.,96,65,90,19,26,70,76,10,85,52,3,92,72,62,89,8,52,46,90,47,63,72,36,88,58,54,66,28,51,95,84,49,57,1,89,43,1,1,6,93,88,88,23,98,72,63,81,72,39,75,32,50,87,85,44,82,78,42,89,72,62,13,15,9,71,73,38,75,85,48,55,88,11,61,94,3,46,58,27,24,87,28,43,0,56,42,33,12,29,16,85,56,35,97,38,69,23,16,80,82,61,69,40,39,57,49,57,33,88,26,85,30,16,95,75,46,97,27,52,80,63,80,42,49,32,49,21,24,70,50,67,43,98,62,18,70,44,10,99,77,75,50,41,45,17,0,17,65,65,97,49,59,38,67,26,0,28,96,69,30,69,17,60,13,16,70,49,1,56,56,59,79,79,85,1,51,73,68,72,35,26,89,13,26,5,99,85,18,84,90,81,73,27,60,44,64,5,21,86,46,19,58,74,44,10,48,56,5,33,7,91,58,58,94,23,40,10,74,61,90,41,65,29,41,56,31,17,80,79,18,78,86,12,98,69,15,57,28,9,85,96
Namibia,20,84,42,65,49,31,42,48,41,57,30,54,10,33,48,2,42,48,23,41,50,6,33,12,49,88,78,39,31,5,73,86,8,3,4,64,83,68,12,19,11,71,87,31,58,52,63,37,85,6,39,11,85,21,37,40,30,34,37,64,97,98,69,59,76,95,61,57,40,16,52,22,11,0,34,58,98,40,71,78,32,96,92,88,7,86,48,26,43,36,17,67,34,35,95,42,79,68,6,39,69,74,83,71,57,90,63,60,82,80,71,45,24,31,54,19,75,7,76,56,45,59,41,14,86,69,85,59,18,47,1,75,64,40,30,7,15,80,67,29,86,66,79,50,33,29,0,53,19,81,98,46,67,14,29,65,51,55,3,72,36,14,69,73,8,84,98,3,51,63,16,27,50,6,24,24,14,59,93,64,32,24,4,93,59,82,88,37,72,91,10,64,2,80,73,87,34,5,8,55,48,56,84,88,79,40,61,62,85,58,51,42,42,3,27,46,80,8,34,93,76,5,51,69,26,76,82,14,93,13,39,91,96,75,65,61,84,50,69,93,57
